Reaction_ID	Flux
Growth_rate	0.53
EX_glc__D_e	0.0
EX_fru_e	-5.72
EX_glcn__D_e	0.0
EX_glyc_e	0.0
EX_mal__L_e	0.0
EX_pyr_e	0.0
EX_glu__L_e	0.0
EX_succ_e	0.0
PGI	-1.516
PFK	0.0
FBP	0.921
FBA	4.799
TPI	4.799
GAPD	8.706
GAPDi_nadp	0.0
PGK	-8.706
PGM	-8.706
ENO	8.706
PYK	8.222
G6PDH2r	1.339
GND	1.339
RPE	0.595
RPI	0.744
TKT1	0.412
TKT2	0.183
TALA	0.412
PDH	5.072
CS	3.791
ICDHyr	3.791
SUCD1	3.165
FUM	3.165
MDH	2.157
PPCK	0.0
ME2	1.009
PC	2.599
EX_ac_e	0.628
