Reaction_ID	Flux
Growth_rate	0.17
EX_glc__D_e	0.0
EX_fru_e	0.0
EX_glcn__D_e	0.0
EX_glyc_e	0.0
EX_mal__L_e	0.0
EX_pyr_e	-8.26
EX_glu__L_e	0.0
EX_succ_e	0.0
PGI	-0.154
PFK	0.0
FBP	0.223
FBA	-0.22
TPI	-0.22
GAPD	0.0
GAPDi_nadp	0.9
PGK	0.899
PGM	0.899
ENO	-0.899
PYK	0.814
G6PDH2r	0.027
GND	0.027
RPE	-0.066
RPI	0.093
TKT1	0.003
TKT2	-0.069
TALA	0.003
PDH	6.049
CS	3.91
ICDHyr	3.91
SUCD1	3.675
FUM	3.675
MDH	3.174
PPCK	1.884
ME2	0.501
PC	2.965
EX_ac_e	1.769
