Reaction_ID	Flux
Growth_rate	0.59
EX_glc__D_e	-7.63
EX_fru_e	0.0
EX_glcn__D_e	0.0
EX_glyc_e	0.0
EX_mal__L_e	0.0
EX_pyr_e	0.0
EX_glu__L_e	0.0
EX_succ_e	0.0
PGI	4.159
PFK	6.005
FBP	0.0
FBA	6.005
TPI	6.005
GAPD	11.577
GAPDi_nadp	0.0
PGK	-11.577
PGM	-11.577
ENO	11.577
PYK	11.944
G6PDH2r	3.297
GND	3.297
RPE	1.846
RPI	1.451
TKT1	1.055
TKT2	0.791
TALA	1.055
PDH	7.405
CS	3.353
ICDHyr	3.353
SUCD1	2.638
FUM	2.638
MDH	1.878
PPCK	0.916
ME2	0.76
PC	3.504
EX_ac_e	3.372
