Reaction_ID	Flux
Growth_rate	0.22
EX_glc__D_e	0.0
EX_fru_e	0.0
EX_glcn__D_e	0.0
EX_glyc_e	0.0
EX_mal__L_e	0.0
EX_pyr_e	0.0
EX_glu__L_e	-2.21
EX_succ_e	-3.35
PGI	-0.393
PFK	0.0
FBP	0.358
FBA	-0.36
TPI	-0.36
GAPD	0.0
GAPDi_nadp	1.296
PGK	1.295
PGM	1.295
ENO	-1.295
PYK	2.546
G6PDH2r	0.234
GND	0.234
RPE	0.033
RPI	0.201
TKT1	0.069
TKT2	-0.036
TALA	0.069
PDH	2.448
CS	1.96
ICDHyr	1.96
SUCD1	7.202
FUM	7.202
MDH	6.195
PPCK	4.078
ME2	1.007
PC	0.319
EX_ac_e	0.0
