Reaction_ID	Flux
Growth_rate	0.57
EX_glc__D_e	0.0
EX_fru_e	0.0
EX_glcn__D_e	0.0
EX_glyc_e	0.0
EX_mal__L_e	-26.51
EX_pyr_e	0.0
EX_glu__L_e	0.0
EX_succ_e	0.0
PGI	-2.195
PFK	0.0
FBP	1.272
FBA	-1.26
TPI	-1.26
GAPD	0.0
GAPDi_nadp	3.579
PGK	3.587
PGM	3.587
ENO	-3.587
PYK	11.593
G6PDH2r	1.997
GND	1.997
RPE	0.935
RPI	1.062
TKT1	0.609
TKT2	0.326
TALA	0.609
PDH	13.981
CS	2.83
ICDHyr	2.83
SUCD1	2.007
FUM	2.007
MDH	18.171
PPCK	15.803
ME2	10.346
PC	1.737
EX_ac_e	10.358
