Gene_ID	Expression
new_1_148	10.260083333333332
new_24_297_c	10.009370833333342
new_150_409	13.896547222222233
new_299_1067_c	9.019690277777777
BSU00010	12.905463888888898
new_1751_1938	12.833704166666697
BSU00020	12.43511388888887
BSU00030	13.015231944444466
BSU00040	13.353544444444433
BSU00050	13.372490277777766
BSU00060	13.007050000000001
new_6784_6993	12.866494444444434
BSU00070	13.474067361111102
new_9529_9614	13.387252777777768
new_14811_15868	10.265766666666666
BSU00080	8.923413194444448
BSU00090	13.926222222222231
new_17238_17833_c	9.40439861111111
new_17453_17533	13.10650000000003
BSU00100	13.461337499999999
new_18866_18974	13.1378513888889
new_18976_19061	13.9012277777778
BSU00110	14.886874999999998
new_19194_19923_c	7.93966527777778
BSU00120	14.991459722222231
BSU_misc_RNA_1	13.669125000000001
BSU00130	12.1765361111111
new_22452_22529	8.898291666666667
BSU00140	10.9757597222222
new_22531_23167	8.840327777777777
BSU00150	11.401433333333365
BSU00160	9.261526388888889
BSU00170	8.791133333333333
new_25655_25851	10.5937263888889
BSU00180	10.572694444444465
new_26383_26532	15.5475
BSU_misc_RNA_2	15.497418055555565
new_26636_26731	15.364668055555567
BSU00190	12.142161805555565
BSU00200	13.484091666666636
BSU00210	12.623102777777767
BSU00220	12.1056486111111
BSU00230	11.093693055555567
new_30076_30278	13.597272222222202
new_35104_35236	11.641765277777766
new_35356_35458	11.3600625
BSU00240	11.479558333333332
BSU00250	11.723728472222234
BSU00260	11.695851388888899
new_37639_37719	11.4565888888889
BSU00270	11.2661986111111
BSU00280	11.111408333333335
BSU00290	12.7861548611111
BSU00300	13.400186111111102
BSU00310	13.109309722222234
BSU00320	13.293086111111101
BSU00330	13.442822916666666
BSU00340	11.607668055555566
BSU00350	11.700143055555566
BSU00360	11.409098611111132
BSU00370	13.984222222222234
new_45224_45399_c	9.73650833333331
new_45524_45632	12.7377166666667
BSU00380	12.755066666666666
new_47673_50019_c	10.14801111111109
BSU00390	10.866056944444466
new_48474_48554	11.024743055555566
BSU00400	13.602865277777767
new_49987_50086	11.571097916666668
BSU00410	11.0341375
BSU00420	10.5894236111111
new_51558_51679	9.406468055555566
BSU00430	9.01972152777778
new_52649_52719	8.651883333333338
BSU00440	15.580852777777766
new_53111_53182	10.298327777777757
BSU00450	10.460524999999999
new_53363_55717_c	8.82331736111111
BSU00460	12.046527083333332
BSU00470	12.820370833333365
BSU00480	13.849498611111102
new_55707_55815	10.143693055555534
BSU00490	15.786488888888899
new_56193_56304	9.2586
BSU00500	13.723059722222231
BSU00510	13.568184722222233
BSU00520	14.161744444444466
BSU00530	11.965786805555533
BSU00540	12.043623611111101
new_60361_60429	11.962529166666664
BSU00550	11.39474722222223
new_64001_64098	11.300923611111102
BSU00560	11.176515277777767
BSU00570	9.632475000000001
BSU00580	12.529344444444467
BSU00590	12.651561111111102
BSU00600	12.499380555555566
BSU00610	12.252813888888866
BSU00620	13.26948402777777
BSU00630	13.999652777777769
new_70382_70493	9.644614583333334
BSU00640	9.360454166666663
new_71190_71799_c	8.155856944444444
BSU00650	10.078966666666666
BSU00660	9.356228472222224
BSU00670	12.270958333333303
BSU00680	13.672141666666667
new_76887_76983	13.9576472222222
BSU00690	14.821293055555534
new_78940_79025	10.765927777777767
new_79027_79091	10.9884
BSU00700	11.26738125
BSU00710	11.270058333333333
BSU00720	11.449309722222202
BSU00730	14.075686111111102
BSU00740	11.541233333333333
BSU00750	12.703754166666636
BSU00760	12.430556944444467
BSU00770	12.411443055555566
BSU00780	12.5956548611111
BSU00790	12.525097222222234
BSU00800	12.7348277777778
BSU00810	13.241239583333334
new_88050_89566_c	8.625218055555557
new_88636_88726	13.379829166666667
BSU00820	13.307716666666666
new_90318_90535	14.621072222222233
new_101212_101289	10.485679166666666
BSU00830	12.532477777777766
BSU00840	12.251097222222233
BSU00850	12.2831138888889
BSU00860	12.506723611111099
BSU00870	11.630686111111102
BSU00880	11.976859722222231
new_108559_108673	12.118056944444435
BSU00890	12.877859722222233
BSU00900	12.630229166666666
BSU00910	11.47896875000003
BSU00920	13.2690222222222
new_112499_112799	12.560515277777768
BSU00930	11.388234722222201
BSU00940	11.6579833333333
BSU00950	12.064944444444434
BSU00960	12.044656944444464
BSU00970	12.415040277777768
BSU00980	14.5954638888889
new_117257_117348	14.244527777777767
BSU00990	13.947413888888898
BSU01000	13.058356944444464
new_117712_117889	12.898141666666698
BSU01010	13.051729861111133
new_118452_118590	16.349805555555566
BSU01020	16.353552777777768
new_119017_119110	16.137579166666665
BSU01030	16.296904166666668
BSU_misc_RNA_3	16.3851736111111
BSU01040	16.3172416666667
BSU01050	16.2894791666667
BSU01060	12.99557638888887
new_121686_121918	14.928869444444432
BSU01070	14.711658333333366
BSU01080	15.132104166666698
new_129162_129283	15.4095986111111
BSU01090	16.267075000000002
new_129589_129701	16.20457083333333
BSU01100	16.177165277777764
BSU01110	16.449095833333303
BSU01120	16.3779
new_132763_132881	16.1649902777778
BSU01130	16.186962499999996
BSU01140	9.881631944444445
new_135170_135363	16.236977777777767
BSU01150	16.13825416666667
BSU01160	15.856979166666667
BSU01170	16.3143138888889
BSU01180	16.302823611111098
BSU01190	16.3839638888889
BSU01200	16.325770833333365
BSU01210	16.091554166666636
BSU01220	16.038108333333334
BSU01230	15.934626388888901
BSU01240	16.0131472222222
BSU01250	16.153781944444464
BSU01260	16.079754166666664
BSU01270	15.886899999999999
BSU01280	15.752454166666666
BSU01290	15.989143055555564
BSU01300	16.0893708333333
BSU01310	15.848186111111099
BSU01320	15.808472222222234
BSU01330	15.863309722222203
BSU01340	15.9025888888889
