"M.G_1"	"M.G_2"	"M.G_3"	"Glu_1"	"Glu_2"	"Glu_3"	"Fru_1"	"Fru_2"	"Fru_3"	"Mal_1"	"Mal_2"	"Mal_3"	"G.S_1"	"G.S_2"	"G.S_3"	"Pyr_1"	"Pyr_2"	"Pyr_3"	"Gly_1"	"Gly_2"	"Gly_3"	"Glucon_1"	"Glucon_2"	"Glucon_3"	"Gene_ID"
12.8961333333333	12.8149375	12.8221	12.7422583333333	12.9637375	12.9141833333333	13.0718583333333	12.7983083333333	12.8071208333333	13.1806375	13.0425	13.0616208333333	12.9718208333333	12.4035791666667	12.4080708333333	12.3913875	12.4053708333333	12.448875	12.6896208333333	12.6005041666667	12.4153083333333	12.9038	12.9531916666667	13.1641583333333	"BSU00060"
13.0440583333333	12.7819125	12.3642916666667	12.4124166666667	12.5491166666667	12.8397208333333	12.6423208333333	12.4626916666667	12.6232625	12.861075	12.6860291666667	12.4468604166667	12.6296708333333	12.3089583333333	11.7632479166667	11.7626458333333	11.8659083333333	11.8450770833333	12.4396416666667	12.2628125	12.4080708333333	12.5474083333333	12.8252458333333	13.2268291666667	"new_6784_6993"
13.4225083333333	13.1791458333333	13.2824708333333	13.2779166666667	13.3786625	13.3219208333333	13.2393291666667	13.072875	13.2133208333333	13.45306875	13.2536645833333	13.4154458333333	13.3595416666667	12.9057041666667	12.8364166666667	12.7969	12.6325125	12.7305041666667	13.21905	13.309875	12.9906708333333	13.3017395833333	13.3786625	13.7418	"BSU00070"
13.384	14.9045708333333	14.1316958333333	14.6887375	14.3848416666667	15.2301458333333	14.8747541666667	14.7164916666667	14.6887375	12.6947625	14.3658625	13.645175	15.2998416666667	13.1251	13.0875208333333	12.7214916666667	13.4897	13.0528875	13.5026416666667	13.7904375	13.7173875	14.2258791666667	13.4298833333333	12.5059958333333	"new_9529_9614"
10.6017833333333	10.1785708333333	9.99728333333333	9.89679583333333	10.9288916666667	9.845	9.50847916666667	10.1061666666667	9.90427083333333	9.08791666666667	11.0178333333333	9.62821666666667	9.42447083333333	8.73618333333333	8.64007916666667	9.04377083333333	10.02565	10.23564375	8.3029375	7.82664166666667	8.092	10.1218333333333	10.643675	10.0317916666667	"new_14811_15868"
10.392875	7.9301375	7.79675833333333	8.92767916666667	7.7827	7.7340875	7.9951375	7.89417083333333	7.74347083333333	7.67827083333333	8.13258333333333	7.75139375	7.84296666666667	8.0839	8.240975	9.0612625	8.33056666666667	8.6591375	8.8935625	7.61297083333333	7.7244125	9.20190625	8.92546666666667	8.64286666666667	"BSU00080"
14.5717083333333	14.4115	14.4455166666667	14.1945291666667	14.2701083333333	14.2728333333333	14.3169770833333	13.8529875	14.1402166666667	14.5473291666667	14.4078041666667	14.6887375	14.3049708333333	13.4457083333333	13.5356916666667	13.4987	13.1887958333333	13.3750333333333	13.645175	13.7920958333333	13.4595	13.7337041666667	13.6601208333333	14.3848416666667	"BSU00090"
10.7932875	8.59851666666667	8.72555	9.10675	9.05525	8.53574583333333	9.79836666666667	9.19657916666667	8.32433333333333	8.62892083333333	9.52319583333333	9.64619583333333	8.97424583333333	8.147575	8.38163333333333	9.24935	8.66035	9.1775375	11.8248583333333	11.839175	11.7947583333333	9.96036666666667	9.16113333333333	9.09169583333333	"new_17238_17833_c"
12.9977333333333	14.3578583333333	13.5675041666667	13.70775	13.3864375	13.7418	14.18315	13.5026416666667	13.5291625	12.20365	13.8475333333333	13.0546958333333	14.1551958333333	12.4177	12.7405875	12.5200875	12.2211083333333	11.9649208333333	11.3953791666667	11.1319083333333	11.279275	13.1215291666667	12.7699041666667	13.4280666666667	"new_17453_17533"
13.6248458333333	13.7518166666667	13.81985	13.6180291666667	13.59975	13.5878875	13.7466666666667	13.2289041666667	13.5155375	13.2893666666667	13.8728208333333	13.896825	13.8993958333333	12.6931541666667	12.9761125	12.4212041666667	12.433225	12.4022583333333	12.56375	12.4984083333333	12.3785041666667	13.2092416666667	13.3518083333333	13.8229625	"BSU00100"
13.4457083333333	13.4400708333333	13.0637958333333	13.2649583333333	13.06715	13.0457625	13.3500708333333	12.9782291666667	12.8927125	13.1955125	13.4400708333333	13.3172791666667	13.3121375	12.56375	12.7762166666667	12.2973916666667	12.3908041666667	12.2493791666667	12.516975	12.6469083333333	12.6113333333333	13.2312541666667	13.08935	13.09295	"new_18866_18974"
13.8130541666667	14.8225833333333	14.6510416666667	14.7038416666667	14.5625333333333	14.351075	14.5129125	14.4555625	14.5245625	14.392475	14.4380416666667	14.5597125	14.732025	14.1010041666667	14.2285375	14.0073875	13.6379166666667	13.7104208333333	13.4537583333333	13.476075	12.7194125	14.5597125	14.1606791666667	12.9832916666667	"new_18976_19061"
14.7496125	14.7038416666667	14.6419625	14.6606208333333	14.7862041666667	14.8506208333333	14.8405416666667	14.5513166666667	14.7223875	14.5245625	14.6297166666667	14.8173458333333	14.6847791666667	13.98615	14.3113083333333	13.8406166666667	13.653475	13.8703333333333	13.9794375	13.9643291666667	13.8529875	14.7360458333333	14.7164916666667	15.2080875	"BSU00110"
8.13485	8.14664166666667	8.087125	7.57798333333333	7.88911666666667	8.13039166666667	9.40252083333333	9.17105	7.819725	8.44923333333333	9.23825416666667	7.79274166666667	8.21367708333333	8.52254583333333	8.10705416666667	8.67878333333333	8.33330833333333	8.27704583333333	8.47353333333333	8.67236666666667	9.96036666666667	8.27892916666667	7.640925	7.89914166666667	"new_19194_19923_c"
14.832775	14.7654166666667	14.9586	14.7741208333333	15.042475	14.9045708333333	14.9403958333333	14.7990541666667	14.8461333333333	14.8225833333333	15.0308708333333	15.1051416666667	14.9642458333333	14.2623916666667	14.3087291666667	14.0408458333333	13.9714541666667	13.9272083333333	14.6887375	14.7910166666667	14.5513166666667	14.7699666666667	14.9045708333333	15.2998416666667	"BSU00120"
14.0142083333333	13.8502291666667	14.1132416666667	14.1184541666667	13.7362708333333	13.6027666666667	13.9643291666667	13.761325	13.7885583333333	13.922125	13.966075	14.918775	13.9118958333333	13.4400708333333	13.7309333333333	13.2057208333333	13.4086458333333	13.4987	13.7466666666667	13.6699625	13.6943583333333	13.80955	13.5549958333333	13.6428291666667	"BSU_misc_RNA_1"
12.6325125	12.1988541666667	12.39780625	12.2642166666667	12.2754	12.171025	12.429025	12.15345	12.0630708333333	12.8554666666667	12.4468604166667	12.3730625	12.3074	11.7974041666667	11.7687666666667	11.1867708333333	11.1897875	11.3141958333333	12.8389958333333	12.8269333333333	12.7668833333333	11.9649208333333	12.0599666666667	12.5047208333333	"BSU00130"
9.56180416666667	10.4021916666667	9.58532083333333	10.2145916666667	10.2372958333333	10.0741541666667	10.1874708333333	9.75168333333333	9.37490416666667	8.45460416666667	9.37790416666667	9.11770416666667	9.55752916666667	8.28782916666667	8.27704583333333	8.84860833333333	8.80063333333333	8.437975	8.09422083333333	8.88570833333333	9.05713333333333	9.46389583333333	8.98072916666667	8.25025	"new_22452_22529"
10.8417833333333	10.9690125	11.0997333333333	10.9135958333333	10.9537083333333	11.1283291666667	11.5711791666667	11.0217541666667	10.9219625	10.8707708333333	11.3050666666667	10.9980083333333	11.43885	10.177675	10.0944	9.876975	9.97508333333333	10.02565	10.3537166666667	10.6017833333333	10.5826083333333	10.81405	10.9980083333333	11.1152208333333	"BSU00140"
9.2325	9.54542083333333	9.23023333333333	9.29881666666667	9.66619166666667	9.26427916666667	9.47930833333333	9.390025	9.17321666666667	8.308525	9.1724625	8.72712916666667	8.87504166666667	8.41026666666667	8.38609166666667	8.72877083333333	8.81671666666667	8.74504583333333	8.12540833333333	8.51455833333333	8.93483333333333	8.93483333333333	8.5505375	9.0356125	"new_22531_23167"
11.3345666666667	11.4730979166667	11.568175	11.5422416666667	11.4571958333333	11.6022	11.8849416666667	11.2899458333333	11.6452833333333	11.0067875	11.4784166666667	11.3821166666667	11.9451895833333	10.4560208333333	10.4954208333333	10.392875	10.3491958333333	10.5030708333333	10.6660708333333	10.5390958333333	10.6627583333333	11.3920916666667	11.3186791666667	11.4935291666667	"BSU00150"
7.84177916666667	7.90110625	7.8470625	7.98185416666667	8.15909583333333	7.89010833333333	8.33119166666667	7.96250208333333	7.90485	8.03986666666667	7.88700416666667	8.38231666666667	8.38231666666667	12.3971125	12.4566291666667	12.70265	12.1379833333333	12.1038958333333	9.31532083333333	9.26084166666667	9.64852916666667	9.8580125	9.43202916666667	8.4945375	"BSU00160"
9.0612625	8.1262375	8.35912916666667	8.6550375	8.8350875	8.26169166666667	9.00184375	7.93648333333333	8.11393333333333	8.82859583333333	8.2780125	9.43964166666667	9.12009166666667	7.5751125	7.65349166666667	8.4594625	7.68350416666667	8.03235833333333	11.676175	11.5413333333333	11.6466666666667	8.63120833333333	8.443375	9.29881666666667	"BSU00170"
9.62999166666667	10.7731625	10.8348270833333	10.745425	10.63205	10.5836333333333	11.2301958333333	10.8317166666667	10.815175	9.69136875	10.521475	10.4764583333333	11.0283	9.19533333333333	9.83913333333333	10.4391291666667	9.78254166666667	10.0368708333333	10.2018041666667	10.6537125	11.12705	10.6244291666667	10.3875041666667	10.7692458333333	"new_25655_25851"
9.29446666666667	10.5623791666667	10.5634291666667	10.4811833333333	10.6636375	10.7309583333333	11.282675	10.8676041666667	10.7335125	9.3083375	10.76431875	10.24145	10.8934083333333	9.2618375	9.55865	10.1527541666667	9.7033625	9.7398	9.8758375	9.61411666666667	9.89103333333333	10.2781166666667	10.438225	11.0017416666667	"BSU00180"
13.8319541666667	15.2920166666667	15.6073	14.5129125	15.684375	15.036525	16.1662125	16.2275541666667	15.3513666666667	15.5285791666667	15.9598916666667	15.8400125	15.7651	15.9931083333333	15.8400125	16.0316375	16.351175	15.92755	15.7361666666667	16.1463541666667	16.2463875	15.3426208333333	15.700625	15.5992541666667	"new_26383_26532"
13.8899520833333	14.9266083333333	15.4029916666667	14.2942833333333	15.8174666666667	15.3426208333333	16.0862666666667	16.0967375	15.2998416666667	15.5634416666667	16.0747375	15.4930166666667	14.9403958333333	16.2275541666667	15.7731	15.953575	16.2463875	15.9759	15.7205583333333	15.7205583333333	16.2756666666667	15.215875	15.6497041666667	15.626675	"BSU_misc_RNA_2"
13.7362708333333	14.8405416666667	15.2764875	14.1216958333333	15.4491875	15.1792583333333	15.8077041666667	15.7771583333333	15.2920166666667	15.1792583333333	16.0449833333333	15.4832166666667	14.9318583333333	15.4029916666667	14.9266083333333	15.0308708333333	15.5992541666667	15.1753041666667	14.8225833333333	15.3586583333333	16.1788041666667	15.0954291666667	15.4351333333333	15.5634416666667	"new_26636_26731"
11.9629125	11.9358229166667	11.7768625	11.9447041666667	12.0842125	12.1088833333333	12.1299125	11.7825416666667	11.941075	11.76385	11.9532041666667	11.90725	12.1141666666667	11.6693041666667	11.7403916666667	12.0571083333333	11.5603208333333	11.7235583333333	11.48445	11.4498791666667	11.2197083333333	11.8922145833333	11.9447041666667	12.5895666666667	"BSU00190"
13.653475	13.5184666666667	13.4298833333333	13.5702291666667	13.5006541666667	13.5649	13.4683625	13.337025	13.4381166666667	13.384	13.6943583333333	13.362175	13.7151333333333	13.6104666666667	13.5755791666667	13.7151333333333	13.2044	13.444	13.1457833333333	12.9665291666667	12.8595291666667	13.5413083333333	13.7000958333333	13.2108708333333	"BSU00200"
12.3277166666667	12.3130625	12.385975	12.2796125	12.3831416666667	12.3525125	12.411025	12.1026666666667	12.4281	12.14285	12.4553875	12.3758708333333	12.52775	12.4053708333333	12.2658166666667	12.20365	12.225325	12.2211083333333	11.6410833333333	11.5594375	11.4779916666667	12.3913875	12.6152708333333	12.86265	"BSU00210"
11.989425	11.8021041666667	11.4064291666667	11.6984166666667	11.7906583333333	11.821825	12.0029958333333	11.7340666666667	11.7569916666667	11.4967208333333	11.7299125	11.4967208333333	11.87125	11.9343375	11.7377416666667	11.7221083333333	11.7038791666667	11.7176625	11.2385916666667	11.2944875	11.2491854166667	12.0078208333333	11.6728583333333	12.6362666666667	"BSU00220"
10.9335583333333	11.1283291666667	10.9471291666667	11.0716375	11.2736791666667	11.0892833333333	11.1596708333333	11.0292958333333	11.1743625	10.6547208333333	10.937025	10.9414875	11.2680708333333	12.2137958333333	11.90725	12.3289583333333	11.6105833333333	11.7829020833333	10.1992708333333	10.2308458333333	10.250225	11.2989541666667	11.2288291666667	10.7532958333333	"BSU00230"
13.615925	15.0954291666667	14.6352333333333	15.131125	14.346825	15.3352166666667	14.9755958333333	14.5881791666667	14.8608958333333	12.4080708333333	13.9945833333333	13.0528875	14.7654166666667	13.1855583333333	13.4551333333333	13.5155375	13.3734833333333	13.1189604166667	13.3145833333333	13.3786625	13.2476833333333	13.64735	13.1457833333333	13.9986833333333	"new_30076_30278"
12.4874125	12.6186666666667	12.3224708333333	11.9811958333333	12.1910166666667	12.5550833333333	12.2593375	12.1038958333333	11.9548833333333	12.0275875	12.9489208333333	12.1574416666667	12.1522125	11.6282666666667	11.3064083333333	11.1152208333333	11.5178875	11.3872	12.2211083333333	11.8767958333333	12.7263583333333	11.8456458333333	11.8369	11.24275	"new_35104_35236"
12.2729708333333	12.1419583333333	12.1783125	11.5901625	12.0141625	11.7472791666667	11.1105291666667	11.5057	11.6089916666667	11.7228333333333	12.227925	11.8369	11.1797833333333	10.6713041666667	10.2084645833333	10.8055	10.7869958333333	11.2566	10.8407416666667	10.43065	11.1180125	11.362225	11.5467416666667	11.1712208333333	"new_35356_35458"
11.6515541666667	11.9318791666667	12.064525	11.4590166666667	11.9052916666667	11.4815041666667	10.5955083333333	11.3177708333333	11.4122395833333	11.7276166666667	12.1210979166667	11.7987958333333	10.820025	12.945025	12.7728333333333	12.2332833333333	12.5727416666667	12.614475	10.88425	10.6509625	10.6061166666667	11.5582833333333	11.7050541666667	11.1753375	"BSU00240"
12.2385708333333	11.9567083333333	11.7917125	11.8044791666667	11.7569916666667	12.0389166666667	11.634625	11.8984166666667	11.8133666666667	11.8369	12.2228541666667	11.8206166666667	11.6786625	11.5824291666667	11.4263125	12.0616	11.8141791666667	11.8970125	11.5354416666667	11.4348	11.792775	11.69436875	11.6999541666667	11.7768625	"BSU00250"
12.0078208333333	11.83061875	11.5836666666667	11.6515541666667	11.6948625	11.7299125	11.4074416666667	11.7687666666667	11.7403916666667	11.8044791666667	12.0926958333333	11.7746666666667	11.412825	11.44655	11.282675	11.8970125	11.7463291666667	11.8479125	11.1844833333333	11.2009645833333	11.6271708333333	11.6055541666667	11.6128041666667	11.8691958333333	"BSU00260"
11.5226041666667	11.658625	11.2349375	11.4922041666667	11.4050875	11.4116541666667	11.2096583333333	11.6553791666667	11.4856375	11.4579708333333	11.625075	11.2544208333333	11.2554416666667	10.999125	11.0111166666667	11.4628375	11.3963875	11.5389791666667	10.9537083333333	10.81405	10.798775	11.5137	11.279275	11.5767916666667	"new_37639_37719"
10.9364270833333	11.3850958333333	11.1160625	11.2854916666667	11.4549666666667	11.332225	11.2252	11.2164666666667	11.3127958333333	10.9650833333333	11.4236458333333	11.1844833333333	11.2935916666667	10.5998875	10.5538083333333	10.593275	10.882475	10.8697125	10.2135791666667	10.1437833333333	10.1448833333333	11.0602333333333	11.2164666666667	11.5218958333333	"BSU00270"
11.0146041666667	11.3994583333333	11.1061625	11.2544208333333	11.5495916666667	11.3141958333333	11.2175333333333	11.2637125	11.2164666666667	11.20665	11.5422416666667	11.4175791666667	11.332225	10.7882875	10.61595	10.5059708333333	10.9079875	10.7532958333333	10.81285	10.94825	10.6713041666667	11.0986041666667	10.922825	11.3127958333333	"BSU00280"
12.5746541666667	12.3337291666667	12.354075	12.4835166666667	12.683525	12.3608333333333	12.6380125	12.3302791666667	12.3913875	12.6113333333333	12.5393958333333	12.7762166666667	12.6018458333333	12.1545416666667	12.3044958333333	12.1605416666667	12.0103583333333	12.1891416666667	12.6778375	12.5895666666667	12.6423208333333	12.6018458333333	12.5205770833333	13.2360416666667	"BSU00290"
13.4523791666667	13.2022604166667	13.1377666666667	13.2893666666667	13.4560583333333	13.3071708333333	13.07505	13.1661166666667	13.0795208333333	13.2512333333333	13.6428291666667	13.64735	13.377075	12.9889333333333	13.1324708333333	12.8252458333333	12.8221	12.9686125	13.2247125	13.3280708333333	13.4537583333333	13.3659083333333	13.5435583333333	13.2910916666667	"BSU00300"
12.9351208333333	12.6996958333333	12.5441625	12.71775	12.7683	12.9587666666667	12.7918708333333	12.7131125	12.6423208333333	12.7322166666667	12.9816166666667	12.9771708333333	12.8252458333333	12.1605416666667	12.3337291666667	12.3664333333333	12.4396416666667	12.5266916666667	12.4167041666667	12.283375	12.6698958333333	12.9607875	13.1344375	13.2327041666667	"BSU00310"
13.0131	13.2247125	13.1019166666667	13.272125	13.2462916666667	13.2824708333333	13.14365	13.23835	13.2512333333333	12.9986520833333	13.0403666666667	13.21905	13.0814083333333	12.8382708333333	12.8269333333333	13.3219208333333	12.9587666666667	12.9363666666667	12.5313125	12.5474083333333	12.3525125	13.268725	13.21685	13.3936833333333	"BSU00320"
13.16340625	12.91185	12.9404916666667	12.8803541666667	13.08935	13.0561583333333	12.8194916666667	13.0528875	12.8854833333333	12.7683	13.53175	12.6160666666667	12.8016	12.4908958333333	12.6249916666667	12.8798375	12.9164333333333	13.2469875	12.1440125	11.9663208333333	12.6005041666667	13.109675	13.3379979166667	13.8807958333333	"BSU00330"
11.2147083333333	11.5495916666667	11.1041291666667	11.3738958333333	11.8349083333333	11.5484666666667	11.0592416666667	11.4050875	11.495175	11.3475958333333	11.7768625	11.20665	11.0726916666667	11.1503	10.7942166666667	11.2467	11.3465666666667	11.5645833333333	10.0912916666667	10.0967916666667	9.72830833333333	11.300425	11.8021041666667	11.720475	"BSU00340"
11.5157416666667	11.7887458333333	11.42895	11.7050541666667	11.9559125	11.8341166666667	11.2375958333333	11.3616645833333	11.5413333333333	11.5078916666667	11.7235583333333	11.5413333333333	11.5992208333333	11.3682333333333	11.2185041666667	11.1160625	11.5484666666667	11.6452833333333	10.6384	10.7250083333333	10.5069666666667	11.5805416666667	11.8756208333333	11.6442666666667	"BSU00350"
11.0602333333333	11.5152916666667	11.2457458333333	11.4149083333333	11.5603208333333	11.5245291666667	11.2185041666667	11.2058583333333	11.4122395833333	11.1606666666667	11.3439333333333	11.3177708333333	11.26275	10.9719375	10.7300583333333	10.6627583333333	11.1259375	11.0652791666667	10.6636375	10.8427	10.3292583333333	11.2316291666667	11.5856166666667	11.41005	"BSU00360"
12.3956541666667	12.4462875	12.7087666666667	13.2526083333333	13.2044	13.4266208333333	14.1343875	12.8060583333333	13.1747166666667	13.2012875	13.168475	12.8776	14.3613875	13.7757291666667	13.6973125	12.6822875	12.816	12.5711208333333	14.9701833333333	14.5201541666667	14.9823208333333	13.9272083333333	14.3848416666667	13.6406166666667	"BSU00370"
11.2688583333333	9.2843125	9.03700833333333	10.1709291666667	9.31895	9.55955	10.3057166666667	9.28640833333333	9.31532083333333	8.59530416666667	9.08569583333333	9.01748333333333	10.07358125	8.3547625	8.54487916666667	10.0439833333333	8.73217916666667	9.33489583333333	10.9511666666667	10.3791125	10.937025	10.5469833333333	10.5059708333333	8.15657083333333	"new_45224_45399_c"
13.0511625	12.9351208333333	12.9686125	12.8776	12.6362666666667	12.7263583333333	12.6620708333333	12.4035791666667	12.5727416666667	12.1494645833333	12.7087666666667	12.8114958333333	12.9816166666667	12.1814	12.1857083333333	12.064525	11.7331041666667	11.9052916666667	11.5594375	11.2147083333333	11.2477166666667	12.6931541666667	12.6396416666667	12.8803541666667	"new_45524_45632"
12.9943	12.8451541666667	12.8981895833333	12.8438291666667	12.7711166666667	12.8301208333333	12.8742458333333	12.6698958333333	12.7571	13.1139791666667	12.9351208333333	13.2032333333333	12.9057041666667	12.2452	12.1695416666667	12.0439833333333	11.7524770833333	11.7842541666667	12.4925166666667	12.8554666666667	12.43415	12.6544458333333	12.7131125	12.8976416666667	"BSU00380"
11.0242625	9.77254166666667	9.83702083333333	9.82430416666667	10.0428125	9.793475	10.0564208333333	10.4011541666667	9.83310833333333	8.95875	10.1935708333333	9.17105	9.56180416666667	9.793475	8.77335	9.50319166666667	10.0506791666667	9.9666375	9.31132708333333	9.49520833333333	10.0240916666667	10.4115583333333	9.79191666666667	10.2405583333333	"new_47673_50019_c"
10.8830375	11.1041291666667	11.032075	11.0057208333333	11.12705	11.1129625	11.0876333333333	10.7932875	10.8980583333333	11.4253333333333	11.1056229166667	11.4094958333333	11.1733708333333	10.0157458333333	9.93917916666667	9.68429166666667	9.68429166666667	9.75407916666667	11.5218958333333	11.6055541666667	11.2554416666667	10.727975	10.9518041666667	10.9183916666667	"BSU00390"
11.4996708333333	11.1723625	11.2688583333333	11.033075	11.266	11.1942666666667	11.3013416666667	10.8512833333333	11.1249625	11.23675	11.35165	11.5809625	11.2205833333333	9.98542083333333	10.0396916666667	10.1448833333333	10.2715166666667	10.0831583333333	11.4074416666667	11.4595208333333	12.0244958333333	11.1175625	10.8181166666667	11.13855	"new_48474_48554"
12.5234375	12.9607875	12.7539666666667	13.3219208333333	12.945025	13.2910916666667	13.28605	12.8329083333333	13.0208083333333	12.2770333333333	13.2910916666667	12.7651041666667	13.2289041666667	13.7776875	14.3545416666667	14.9889208333333	14.2031916666667	14.2344375	12.2117666666667	11.9579416666667	12.0993083333333	13.9524458333333	13.6428291666667	13.2133208333333	"BSU00400"
11.2467	12.18061875	11.3120625	11.8935916666667	11.7673916666667	11.989425	11.8955708333333	11.7244791666667	11.673675	10.8684958333333	11.7097541666667	10.8036958333333	12.1857083333333	11.43935	11.47595	11.6999541666667	11.495175	11.4018458333333	10.2813458333333	10.3161083333333	9.86938333333333	11.94626875	11.6749625	11.0920625	"new_49987_50086"
10.38815	11.2216333333333	10.8945166666667	11.1733708333333	11.280475	11.2603833333333	11.3247916666667	10.8343958333333	11.0530375	10.2597416666667	11.0866083333333	10.6071083333333	11.36525	10.3352541666667	10.5662708333333	10.9540979166667	10.4362	10.5581291666667	10.1001	9.88389583333333	9.3813625	10.9036333333333	11.0381125	11.1606666666667	"BSU00410"
10.0901875	10.6403083333333	10.5171458333333	10.458725	10.5945125	10.6559125	10.8968416666667	10.4560208333333	10.4257166666667	10.1629291666667	10.8268666666667	10.2290958333333	10.7882875	9.971775	10.0901875	9.9227875	10.02866875	9.9832625	9.815725	9.62484583333333	9.606425	10.4606	10.581775	10.7258958333333	"BSU00420"
8.81108333333333	8.19016666666667	8.05267916666667	8.02687083333333	8.2684875	8.23237916666667	7.8679125	7.8927125	8.05065208333333	7.66645416666667	8.01669583333333	7.92325833333333	8.0700625	11.8253666666667	12.5041875	10.2308458333333	12.73685	12.3956541666667	8.04807083333333	8.25187083333333	7.82346041666667	10.3665416666667	10.0058	7.8470625	"new_51558_51679"
8.2427625	7.77916458333333	7.81119166666667	7.82092916666667	7.9251375	7.94556666666667	7.7842	7.655425	7.8470625	7.66645416666667	7.91562083333333	7.77580416666667	7.83320833333333	10.8878416666667	11.6355	9.55462083333333	11.9029333333333	11.9177083333333	7.77452083333333	7.90110625	7.83958541666667	9.61694166666667	9.4747	7.96752291666667	"BSU00430"
10.0554791666667	7.93687708333333	7.88097083333333	7.9643875	8.13258333333333	7.89104166666667	7.969825	7.91015833333333	8.1960625	8.98072916666667	9.606425	7.99880416666667	8.2427625	11.4988125	11.2797083333333	10.7909875	11.3738958333333	10.9461958333333	8.58261666666667	9.70736666666667	8.47040416666667	9.32994166666667	8.42331666666667	8.20239166666667	"new_52649_52719"
14.7654166666667	14.8608958333333	14.8566583333333	14.8876083333333	15.3426208333333	14.7453041666667	14.483625	15.0027333333333	14.7654166666667	15.4573	15.1792583333333	14.8037333333333	14.9266083333333	15.7537083333333	15.4120458333333	15.131125	15.7903875	15.7205583333333	15.5480333333333	15.4930166666667	15.7903875	15.655875	16.0239833333333	15.0627	"BSU00440"
