Gene_ID	Expression
new_1_148	9.142425000000001
new_24_297_c	9.564291666666676
new_150_409	13.700320833333334
new_299_1067_c	9.233818055555544
BSU00010	12.9500847222222
new_1751_1938	13.03229861111113
BSU00020	12.696266666666666
BSU00030	12.409005555555567
BSU00040	13.212569444444433
BSU00050	13.334545833333335
BSU00060	13.094919444444434
new_6784_6993	12.664654861111131
BSU00070	13.374059722222201
new_9529_9614	13.568600000000002
new_14811_15868	9.911322222222214
BSU00080	7.854082638888886
BSU00090	14.547956944444465
new_17238_17833_c	9.266104166666663
new_17453_17533	13.035293055555533
BSU00100	13.6863375
new_18866_18974	13.317620833333335
new_18976_19061	14.463409722222233
BSU00110	14.657208333333335
new_19194_19923_c	8.493409722222223
BSU00120	14.9861986111111
BSU_misc_RNA_1	14.268991666666665
BSU00130	12.558463194444466
new_22452_22529	8.98340416666667
BSU00140	11.057948611111101
new_22531_23167	8.73603888888889
BSU00150	11.289106944444464
BSU00160	8.103062500000002
BSU00170	8.84875
new_25655_25851	10.2297673611111
BSU00180	10.104702083333335
new_26383_26532	15.776161111111131
BSU_misc_RNA_2	15.710398611111131
new_26636_26731	15.569152777777768
BSU00190	11.874768055555565
BSU00200	13.480177777777769
BSU00210	12.324702777777768
BSU00220	11.574451388888868
BSU00230	10.8444111111111
new_30076_30278	13.151847222222202
new_35104_35236	12.377983333333333
new_35356_35458	11.929219444444435
BSU00240	11.882503472222233
BSU00250	11.960123611111134
BSU00260	11.8906138888889
new_37639_37719	11.4458222222222
BSU00270	11.1910708333333
BSU00280	11.38882361111113
BSU00290	12.642315277777769
BSU00300	13.513804166666667
BSU00310	12.897001388888901
BSU00320	13.086022916666666
BSU00330	12.972038888888898
BSU00340	11.443702777777768
BSU00350	11.590927777777766
BSU00360	11.2741236111111
BSU00370	13.082454166666666
new_45224_45399_c	8.899494444444443
new_45524_45632	12.556575694444433
BSU00380	13.0841111111111
new_47673_50019_c	9.4411236111111
BSU00390	11.313484027777767
new_48474_48554	11.389787499999999
BSU00400	12.777743055555566
new_49987_50086	11.127315277777768
BSU00410	10.651152777777767
BSU00420	10.406297222222232
new_51558_51679	7.868802777777777
BSU00430	7.785959722222223
new_52649_52719	8.861986111111113
BSU00440	15.146763888888868
new_53111_53182	9.58366388888888
BSU00450	9.632719444444435
new_53363_55717_c	8.49000277777778
BSU00460	11.825690277777767
BSU00470	12.490720138888898
BSU00480	13.696730555555567
new_55707_55815	9.821368055555567
BSU00490	15.7723986111111
new_56193_56304	9.934268055555556
BSU00500	13.785029166666668
BSU00510	13.936223611111101
BSU00520	14.615569444444434
BSU00530	12.254058333333333
BSU00540	12.172018055555535
new_60361_60429	11.8493736111111
BSU00550	11.598361111111101
new_64001_64098	11.531043055555566
BSU00560	11.295848611111133
BSU00570	9.750326388888887
BSU00580	12.4998388888889
BSU00590	12.426954166666667
BSU00600	12.263520833333333
BSU00610	12.419731944444434
BSU00620	13.067430555555534
BSU00630	13.73704861111113
new_70382_70493	9.480331250000011
BSU00640	8.568969444444443
new_71190_71799_c	7.446609722222223
BSU00650	9.276770138888885
BSU00660	8.68483888888889
BSU00670	12.1079152777778
BSU00680	13.588784722222234
new_76887_76983	14.130823611111099
BSU00690	14.767897222222201
new_78940_79025	10.361320833333336
new_79027_79091	10.996189583333333
BSU00700	11.190863888888899
BSU00710	11.301734722222202
BSU00720	11.3124888888889
BSU00730	14.324383333333332
BSU00740	11.522856944444435
BSU00750	12.623231944444434
BSU00760	12.271630555555566
BSU00770	12.3121902777778
BSU00780	12.55011111111113
BSU00790	12.4984611111111
BSU00800	12.651170833333333
