Gene_ID	Expression
b0018	772.9973117415839
b0242	3654.8647367415792
b1619	4293.95066729714
b1243	44110.996820074935
b3786	4154.150847852693
b4036	34117.51084785273
b1465	311.8220520193624
b0704	343.56472007491794
b2679	3128.2806117415835
b3659	51.38822592309484
b0059	1141.7287617415845
b2105	2011.4460895193633
b4161	6853.996278408253
b1251	3195.8192506304736
b2924	2769.250836741583
b0276	350.34953396380666
b1868	301.1465228526957
b1175	5015.339431186026
b2862	178.95075049158433
b3389	2690.3805242415865
b0322	1670.8751436860268
b3392	140.37753438047335
b1656	8770.630111741584
b3951	151.76428243602868
b2197	2959.88865340825
b2596	47.96493395058693
b3251	14509.264695074899
b0395	841.2108020193617
b4358	159.13021049158445
b1646	5074.057778408253
b2342	1766.4872520193633
b0515	7924.34900063049
b3033	4344.018764519363
b0122	1480.0585436860267
b2425	6117.601847852697
b1304	2735.244018686027
b2940	959.9248145193627
b1728	86.3059854471923
b3473	419.05053813047334
b3178	8870.226875630475
b0914	1302.1264131304733
b0132	1069.2801409082501
b4340	455.8951728526957
b2207	317.79206174158435
b2899	7648.061986741587
b4070	96.572532165509
b2718	260.536757713807
b2029	7617.316361741584
b3508	17640.434445074938
b3680	83.14356868610302
b0361	5243.412292297136
b0094	16199.789431186035
b1469	135.07751326936202
b0074	21616.741958963834
b3623	1971.90397146381
b3790	892.4502020193613
b2920	133.1969100059368
b3731	25661.7005700749
b0050	1348.8208603526928
b0981	342.33455896380633
b0859	369.45247979714003
b0560	140.5219513249176
b4314	11223.585153408283
b3156	1016.2040922971382
b1041	422.39748535269564
b3989	158.74064479714005
b1758	1330.9498450749181
b4061	305.30786882491765
b0565	76510.06265340827
b0860	3373.7680422971403
b2464	15533.146306186
b4357	251.93743535269564
b4309	89.82650410269537
b1763	1921.9782270193602
b0990	187.04991924158435
b1453	241.99271799158433
b4203	30725.489736741565
b3482	81.06711009990984
b3182	414.2192200749177
b1065	2941.839500630473
b2905	4063.22195896381
b2852	149.69024720921166
b2803	2934.3952922971403
b0062	169.22972557608364
b0791	1298.9853228526965
b1040	2614.44048257492
b3632	2211.4751672971433
b1752	968.900917297139
b0415	9277.51969507493
b4280	1138.6070325749135
b3893	286.34339646380636
b2891	20032.025986741533
b3358	673.8213770193623
b1856	1008.6167547971422
b0798	613.81962979714
b3543	11681.491570074933
b0624	636.6946784082514
b1820	477.417064519362
b0329	26177.300097852665
b3170	14885.771708963834
b0441	3012.6459450749167
b1684	3107.2909589638098
b0359	551.2570221582511
b1134	1578.9178686860268
b0211	3326.4144867415835
b3015	974.490272852696
b1879	369.52611451936235
b0077	3644.37391729714
b1097	1210.2340214638036
b0421	2169.766078408253
b0041	125.45754729713993
b0993	4827.647235352697
b1455	77.96004965825107
b0513	103.31968285269538
b3704	23496.249958963803
b2027	6681.577667297143
b1408	74.942450141867
b3733	20751.11573674163
b1615	113.1973035471397
b3317	127716.869736742
b0561	42.59552832422779
b4024	10294.832708963806
b0823	181.43380701936198
b1354	52.245848165397796
b4310	862.0110714638063
b3991	284.61156451936233
b3113	235.909500630473
b1845	648.4525992415844
b1392	333.01969229714
b2184	706.9623450749177
b4392	1148.2733756304733
b0777	4780.458750630473
b0802	1195.5252881304734
b4332	64.0917307707133
b2877	533.1154839638067
b0409	3690.692445074917
b3917	3095.9517228526965
b2202	1594.68192979714
b2071	167.60011729713978
b3227	114.31513257491781
b4126	1286.4702992415828
b2888	75.6586814494931
b2973	117.90960090825115
b3667	175.46446729713998
b1343	1000.1453311860292
b2801	205.59624521380633
b2602	987.4570770193618
b2267	1083.2841047971413
b0126	28656.52251451937
b0927	5622.841611741586
b2498	40922.06001451937
b0291	105.05680049158694
b1689	133.7983977138317
b0415	9669.72133396379
b2970	91.7862361860288
b1526	3594.8798756304764
b3795	943.7492464638045
b0817	3750.5835422971395
b0288	221.38952451936197
b4077	321.94040340825103
b0156	10163.942792297139
b1739	4158.520195074917
b2925	21688.905181186
b0220	3963.7171950749203
b0610	7361.156806186026
b3519	280.310890908251
b0581	678.6590659082507
b0279	64.2073577346721
b4027	134.08433076936203
b4073	770.8709714638068
b3773	875.4137964638066
b1589	448.154827019362
b0140	51.67839530223723
b3719	261.46975757491737
b2569	6297.41030618603
b0959	171.37502688047334
b1882	310.2432145193623
b2278	17766.139000630497
b3011	5874.254042297143
b0025	7240.89645896381
b2624	261.78787771380667
b1346	212.41940743602868
b1587	93.21481688047338
b4398	1683.3604811860303
